Time(sec) Thrust(N) Mass(kg) Altitude(m) Velocity(m/s) Acceleration(m/s^2) AtmosphericDensity(kg/m^3) Pressure(Pa) Temperature(K) CD(-) Fdrag(N) g(m/s^2) DynamicPressure(Pa) MachNumber(-) OrbitalAccelerationBalance(m/s^2) dMass(kg) Altitude(km)
164.4 2.15e+06 103434 225571 3422.01 11.6454 4.9125e-06 0.437595 310.712 0.0778559 -35.3464 9.14032 28.763 9.68494 -7.34086 57.7 225.571 
164.5 2.15e+06 103377 225913 3423.17 11.658 4.90605e-06 0.437417 310.994 0.0778648 -35.328 9.13938 28.7448 9.68385 -7.3388 57.7 225.913 
164.6 2.15e+06 103319 226256 3424.34 11.6706 4.89961e-06 0.437238 311.275 0.0778736 -35.3097 9.13843 28.7267 9.68277 -7.33673 57.7 226.256 
164.7 2.15e+06 103261 226598 3425.51 11.6831 4.89319e-06 0.437059 311.557 0.0778823 -35.2914 9.13748 28.7086 9.6817 -7.33467 57.7 226.598 
164.8 2.15e+06 103204 226941 3426.68 11.6957 4.88677e-06 0.436881 311.838 0.077891 -35.2731 9.13653 28.6905 9.68062 -7.3326 57.7 226.941 
164.9 2.15e+06 103146 227284 3427.84 11.7083 4.88036e-06 0.436702 312.12 0.0778997 -35.2548 9.13558 28.6724 9.67956 -7.33053 57.7 227.284 
165 2.15e+06 103088 227627 3429.02 11.7209 4.87396e-06 0.436523 312.401 0.0779083 -35.2366 9.13464 28.6544 9.6785 -7.32846 57.7 227.627 
165.1 2.15e+06 103031 227969 3430.19 11.7336 4.86758e-06 0.436344 312.683 0.0779169 -35.2183 9.13369 28.6364 9.67744 -7.32638 57.7 227.969 
165.2 2.15e+06 102973 228313 3431.36 11.7462 4.8612e-06 0.436165 312.965 0.0779255 -35.2001 9.13274 28.6185 9.67639 -7.32431 57.7 228.313 
165.3 2.15e+06 102915 228656 3432.54 11.7589 4.85483e-06 0.435986 313.247 0.077934 -35.1819 9.13179 28.6005 9.67535 -7.32223 57.7 228.656 
165.4 2.15e+06 102857 228999 3433.71 11.7715 4.84847e-06 0.435807 313.529 0.0779424 -35.1637 9.13084 28.5827 9.67431 -7.32016 57.7 228.999 
165.5 2.15e+06 102800 229342 3434.89 11.7842 4.84213e-06 0.435628 313.811 0.0779508 -35.1456 9.12989 28.5648 9.67328 -7.31808 57.7 229.342 
165.6 2.15e+06 102742 229686 3436.07 11.7969 4.83579e-06 0.435449 314.093 0.0779592 -35.1274 9.12894 28.547 9.67225 -7.31599 57.7 229.686 
165.7 2.15e+06 102684 230030 3437.25 11.8096 4.82946e-06 0.43527 314.375 0.0779675 -35.1093 9.12799 28.5292 9.67123 -7.31391 57.7 230.03 
165.8 2.15e+06 102627 230373 3438.43 11.8223 4.82314e-06 0.435091 314.657 0.0779758 -35.0912 9.12704 28.5115 9.67021 -7.31182 57.7 230.373 
165.9 2.15e+06 102569 230717 3439.61 11.8351 4.81683e-06 0.434912 314.94 0.0779841 -35.0731 9.12609 28.4938 9.6692 -7.30974 57.7 230.717 
166 2.15e+06 102511 231061 3440.79 11.8478 4.81054e-06 0.434732 315.222 0.0779923 -35.0551 9.12514 28.4761 9.66819 -7.30765 57.7 231.061 
166.1 2.15e+06 102454 231406 3441.98 11.8606 4.80425e-06 0.434553 315.505 0.0780004 -35.037 9.12419 28.4585 9.66719 -7.30556 57.7 231.406 
166.2 2.15e+06 102396 231750 3443.16 11.8734 4.79797e-06 0.434374 315.787 0.0780085 -35.019 9.12324 28.4409 9.6662 -7.30347 57.7 231.75 
166.3 2.15e+06 102338 232094 3444.35 11.8861 4.7917e-06 0.434194 316.07 0.0780166 -35.001 9.12229 28.4233 9.66521 -7.30137 57.7 232.094 
166.4 2.15e+06 102280 232439 3445.54 11.8989 4.78544e-06 0.434015 316.352 0.0780247 -34.983 9.12134 28.4058 9.66422 -7.29927 57.7 232.439 
166.5 2.15e+06 102223 232783 3446.73 11.9118 4.77919e-06 0.433835 316.635 0.0780326 -34.965 9.12039 28.3883 9.66324 -7.29718 57.7 232.783 
166.6 2.15e+06 102165 233128 3447.92 11.9246 4.77295e-06 0.433656 316.918 0.0780406 -34.9471 9.11944 28.3708 9.66227 -7.29508 57.7 233.128 
166.7 2.15e+06 102107 233473 3449.11 11.9374 4.76672e-06 0.433476 317.201 0.0780485 -34.9291 9.11849 28.3534 9.6613 -7.29298 57.7 233.473 
166.8 2.15e+06 102050 233818 3450.31 11.9503 4.7605e-06 0.433297 317.483 0.0780564 -34.9112 9.11754 28.336 9.66034 -7.29087 57.7 233.818 
166.9 2.15e+06 101992 234163 3451.5 11.9632 4.75429e-06 0.433117 317.766 0.0780642 -34.8933 9.11659 28.3186 9.65938 -7.28877 57.7 234.163 
167 2.15e+06 101934 234508 3452.7 11.976 4.74808e-06 0.432937 318.049 0.078072 -34.8754 9.11563 28.3013 9.65843 -7.28666 57.7 234.508 
167.1 2.15e+06 101877 234853 3453.9 11.9889 4.74189e-06 0.432758 318.333 0.0780797 -34.8576 9.11468 28.284 9.65748 -7.28455 57.7 234.853 
167.2 2.15e+06 101819 235199 3455.1 12.0019 4.73571e-06 0.432578 318.616 0.0780874 -34.8397 9.11373 28.2667 9.65654 -7.28244 57.7 235.199 
167.3 2.15e+06 101761 235544 3456.3 12.0148 4.72954e-06 0.432398 318.899 0.0780951 -34.8219 9.11278 28.2495 9.6556 -7.28033 57.7 235.544 
167.4 2.15e+06 101703 235890 3457.5 12.0277 4.72337e-06 0.432218 319.182 0.0781027 -34.8041 9.11182 28.2323 9.65467 -7.27822 57.7 235.89 
167.5 2.15e+06 101646 236236 3458.7 12.0407 4.71722e-06 0.432038 319.466 0.0781103 -34.7863 9.11087 28.2151 9.65374 -7.2761 57.7 236.236 
167.6 2.15e+06 101588 236582 3459.9 12.0536 4.71107e-06 0.431858 319.749 0.0781178 -34.7685 9.10992 28.198 9.65282 -7.27398 57.7 236.582 
167.7 2.15e+06 101530 236928 3461.11 12.0666 4.70494e-06 0.431678 320.033 0.0781253 -34.7508 9.10897 28.1809 9.65191 -7.27186 57.7 236.928 
167.8 2.15e+06 101473 237274 3462.32 12.0796 4.69881e-06 0.431498 320.316 0.0781327 -34.7331 9.10801 28.1638 9.651 -7.26974 57.7 237.274 
167.9 2.15e+06 101415 237620 3463.52 12.0926 4.69269e-06 0.431318 320.6 0.0781401 -34.7153 9.10706 28.1468 9.65009 -7.26762 57.7 237.62 
168 2.15e+06 101357 237967 3464.73 12.1056 4.68659e-06 0.431138 320.884 0.0781475 -34.6976 9.10611 28.1298 9.64919 -7.26549 57.7 237.967 
168.1 2.15e+06 101300 238313 3465.94 12.1187 4.68049e-06 0.430958 321.168 0.0781548 -34.68 9.10515 28.1128 9.6483 -7.26337 57.7 238.313 
168.2 2.15e+06 101242 238660 3467.16 12.1317 4.6744e-06 0.430778 321.451 0.0781621 -34.6623 9.1042 28.0959 9.64741 -7.26124 57.7 238.66 
168.3 2.15e+06 101184 239007 3468.37 12.1448 4.66832e-06 0.430597 321.735 0.0781694 -34.6447 9.10324 28.079 9.64652 -7.25911 57.7 239.007 
168.4 2.15e+06 101126 239354 3469.58 12.1579 4.66225e-06 0.430417 322.019 0.0781766 -34.627 9.10229 28.0621 9.64565 -7.25697 57.7 239.354 
168.5 2.15e+06 101069 239701 3470.8 12.171 4.65619e-06 0.430237 322.304 0.0781837 -34.6094 9.10133 28.0453 9.64477 -7.25484 57.7 239.701 
168.6 2.15e+06 101011 240048 3472.02 12.1841 4.65014e-06 0.430056 322.588 0.0781908 -34.5918 9.10038 28.0285 9.6439 -7.2527 57.7 240.048 
168.7 2.15e+06 100953 240395 3473.23 12.1972 4.64409e-06 0.429876 322.872 0.0781979 -34.5743 9.09942 28.0117 9.64304 -7.25057 57.7 240.395 
168.8 2.15e+06 100896 240743 3474.45 12.2103 4.63806e-06 0.429695 323.156 0.0782049 -34.5567 9.09847 27.9949 9.64218 -7.24843 57.7 240.743 
168.9 2.15e+06 100838 241090 3475.68 12.2235 4.63203e-06 0.429515 323.441 0.0782119 -34.5392 9.09751 27.9782 9.64133 -7.24628 57.7 241.09 
169 2.15e+06 100780 241438 3476.9 12.2366 4.62602e-06 0.429334 323.725 0.0782189 -34.5216 9.09656 27.9615 9.64048 -7.24414 57.7 241.438 
169.1 2.15e+06 100723 241785 3478.12 12.2498 4.62001e-06 0.429154 324.009 0.0782258 -34.5041 9.0956 27.9449 9.63964 -7.242 57.7 241.785 
169.2 2.15e+06 100665 242133 3479.35 12.263 4.61401e-06 0.428973 324.294 0.0782326 -34.4866 9.09465 27.9283 9.6388 -7.23985 57.7 242.133 
169.3 2.15e+06 100607 242481 3480.57 12.2762 4.60803e-06 0.428792 324.579 0.0782395 -34.4692 9.09369 27.9117 9.63797 -7.2377 57.7 242.481 
169.4 2.15e+06 100549 242829 3481.8 12.2894 4.60205e-06 0.428612 324.863 0.0782463 -34.4517 9.09273 27.8952 9.63715 -7.23555 57.7 242.829 
169.5 2.15e+06 100492 243178 3483.03 12.3027 4.59608e-06 0.428431 325.148 0.078253 -34.4343 9.09178 27.8786 9.63633 -7.2334 57.7 243.178 
169.6 2.15e+06 100434 243526 3484.26 12.3159 4.59012e-06 0.42825 325.433 0.0782597 -34.4169 9.09082 27.8621 9.63551 -7.23124 57.7 243.526 
169.7 2.15e+06 100376 243874 3485.49 12.3292 4.58416e-06 0.428069 325.718 0.0782664 -34.3995 9.08987 27.8457 9.6347 -7.22908 57.7 243.874 
169.8 2.15e+06 100319 244223 3486.72 12.3425 4.57822e-06 0.427888 326.003 0.078273 -34.3821 9.08891 27.8293 9.63389 -7.22693 57.7 244.223 
169.9 2.15e+06 100261 244572 3487.96 12.3557 4.57228e-06 0.427707 326.288 0.0782795 -34.3647 9.08795 27.8129 9.63309 -7.22477 57.7 244.572 
170 2.15e+06 100203 244921 3489.19 12.369 4.56636e-06 0.427526 326.573 0.0782861 -34.3474 9.08699 27.7965 9.6323 -7.2226 57.7 244.921 
170.1 2.15e+06 100146 245270 3490.43 12.3824 4.56044e-06 0.427345 326.858 0.0782926 -34.33 9.08604 27.7802 9.63151 -7.22044 57.7 245.27 
170.2 2.15e+06 100088 245619 3491.67 12.3957 4.55453e-06 0.427164 327.144 0.078299 -34.3127 9.08508 27.7639 9.63072 -7.21827 57.7 245.619 
170.3 2.15e+06 100030 245968 3492.91 12.4091 4.54864e-06 0.426983 327.429 0.0783054 -34.2954 9.08412 27.7476 9.62994 -7.21611 57.7 245.968 
170.4 2.15e+06 99972.5 246317 3494.15 12.4224 4.54274e-06 0.426802 327.714 0.0783118 -34.2781 9.08316 27.7314 9.62917 -7.21394 57.7 246.317 
170.5 2.15e+06 99914.8 246667 3495.39 12.4358 4.53686e-06 0.42662 328 0.0783181 -34.2609 9.0822 27.7152 9.6284 -7.21176 57.7 246.667 
170.6 2.15e+06 99857.1 247016 3496.64 12.4492 4.53099e-06 0.426439 328.286 0.0783244 -34.2436 9.08125 27.699 9.62763 -7.20959 57.7 247.016 
170.7 2.15e+06 99799.4 247366 3497.88 12.4626 4.52513e-06 0.426258 328.571 0.0783307 -34.2264 9.08029 27.6828 9.62687 -7.20741 57.7 247.366 
170.8 2.15e+06 99741.7 247716 3499.13 12.476 4.51927e-06 0.426076 328.857 0.0783369 -34.2092 9.07933 27.6667 9.62612 -7.20524 57.7 247.716 
170.9 2.15e+06 99684 248066 3500.37 12.4894 4.51342e-06 0.425895 329.143 0.078343 -34.192 9.07837 27.6506 9.62537 -7.20306 57.7 248.066 
171 2.15e+06 99626.3 248416 3501.62 12.5029 4.50759e-06 0.425713 329.429 0.0783492 -34.1748 9.07741 27.6346 9.62462 -7.20088 57.7 248.416 
171.1 2.15e+06 99568.6 248766 3502.87 12.5164 4.50176e-06 0.425532 329.714 0.0783552 -34.1576 9.07645 27.6186 9.62389 -7.19869 57.7 248.766 
171.2 2.15e+06 99510.9 249117 3504.12 12.5298 4.49594e-06 0.42535 330 0.0783613 -34.1405 9.07549 27.6026 9.62315 -7.19651 57.7 249.117 
171.3 2.15e+06 99453.2 249467 3505.38 12.5433 4.49012e-06 0.425169 330.287 0.0783673 -34.1233 9.07453 27.5866 9.62242 -7.19432 57.7 249.467 
171.4 2.15e+06 99395.5 249818 3506.63 12.5568 4.48432e-06 0.424987 330.573 0.0783732 -34.1062 9.07357 27.5707 9.6217 -7.19213 57.7 249.818 
171.5 2.15e+06 99337.8 250168 3507.89 12.5704 4.47853e-06 0.424805 330.859 0.0783792 -34.0891 9.07261 27.5548 9.62098 -7.18994 57.7 250.168 
171.6 2.15e+06 99280.1 250519 3509.14 12.5839 4.47274e-06 0.424624 331.145 0.078385 -34.072 9.07165 27.5389 9.62027 -7.18775 57.7 250.519 
171.7 2.15e+06 99222.4 250870 3510.4 12.5975 4.46696e-06 0.424442 331.432 0.0783909 -34.055 9.07069 27.523 9.61956 -7.18555 57.7 250.87 
171.8 2.15e+06 99164.7 251221 3511.66 12.611 4.46119e-06 0.42426 331.718 0.0783967 -34.0379 9.06973 27.5072 9.61885 -7.18336 57.7 251.221 
171.9 2.15e+06 99107 251573 3512.92 12.6246 4.45543e-06 0.424078 332.004 0.0784024 -34.0209 9.06877 27.4914 9.61816 -7.18116 57.7 251.573 
172 2.15e+06 99049.3 251924 3514.19 12.6382 4.44968e-06 0.423896 332.291 0.0784081 -34.0039 9.06781 27.4757 9.61746 -7.17896 57.7 251.924 
172.1 2.15e+06 98991.6 252275 3515.45 12.6518 4.44394e-06 0.423714 332.578 0.0784138 -33.9869 9.06685 27.46 9.61677 -7.17676 57.7 252.275 
172.2 2.15e+06 98933.9 252627 3516.72 12.6655 4.4382e-06 0.423532 332.864 0.0784194 -33.9699 9.06588 27.4443 9.61609 -7.17455 57.7 252.627 
172.3 2.15e+06 98876.2 252979 3517.98 12.6791 4.43247e-06 0.42335 333.151 0.078425 -33.9529 9.06492 27.4286 9.61541 -7.17234 57.7 252.979 
172.4 2.15e+06 98818.5 253331 3519.25 12.6928 4.42676e-06 0.423168 333.438 0.0784306 -33.9359 9.06396 27.413 9.61474 -7.17014 57.7 253.331 
172.5 2.15e+06 98760.8 253683 3520.52 12.7064 4.42105e-06 0.422986 333.725 0.0784361 -33.919 9.063 27.3973 9.61407 -7.16793 57.7 253.683 
172.6 2.15e+06 98703.1 254035 3521.79 12.7201 4.41534e-06 0.422804 334.012 0.0784416 -33.9021 9.06204 27.3818 9.61341 -7.16571 57.7 254.035 
172.7 2.15e+06 98645.4 254387 3523.06 12.7338 4.40965e-06 0.422621 334.299 0.078447 -33.8852 9.06107 27.3662 9.61275 -7.1635 57.7 254.387 
172.8 2.15e+06 98587.7 254739 3524.34 12.7475 4.40396e-06 0.422439 334.586 0.0784524 -33.8683 9.06011 27.3507 9.6121 -7.16128 57.7 254.739 
172.9 2.15e+06 98530 255092 3525.61 12.7613 4.39829e-06 0.422257 334.874 0.0784577 -33.8514 9.05915 27.3352 9.61145 -7.15906 57.7 255.092 
173 2.15e+06 98472.3 255445 3526.89 12.775 4.39262e-06 0.422074 335.161 0.078463 -33.8345 9.05818 27.3197 9.61081 -7.15684 57.7 255.445 
173.1 2.15e+06 98414.6 255797 3528.16 12.7888 4.38696e-06 0.421892 335.448 0.0784683 -33.8177 9.05722 27.3043 9.61017 -7.15462 57.7 255.797 
173.2 2.15e+06 98356.9 256150 3529.44 12.8026 4.38131e-06 0.421709 335.736 0.0784735 -33.8009 9.05626 27.2889 9.60954 -7.1524 57.7 256.15 
173.3 2.15e+06 98299.2 256503 3530.72 12.8164 4.37566e-06 0.421527 336.023 0.0784787 -33.784 9.05529 27.2735 9.60891 -7.15017 57.7 256.503 
173.4 2.15e+06 98241.5 256856 3532 12.8302 4.37003e-06 0.421344 336.311 0.0784839 -33.7672 9.05433 27.2582 9.60828 -7.14794 57.7 256.856 
173.5 2.15e+06 98183.8 257210 3533.29 12.844 4.3644e-06 0.421162 336.598 0.078489 -33.7505 9.05337 27.2428 9.60767 -7.14571 57.7 257.21 
173.6 2.15e+06 98126.1 257563 3534.57 12.8578 4.35878e-06 0.420979 336.886 0.078494 -33.7337 9.0524 27.2276 9.60705 -7.14348 57.7 257.563 
173.7 2.15e+06 98068.4 257916 3535.86 12.8717 4.35317e-06 0.420796 337.174 0.078499 -33.7169 9.05144 27.2123 9.60645 -7.14125 57.7 257.916 
173.8 2.15e+06 98010.7 258270 3537.14 12.8856 4.34757e-06 0.420613 337.462 0.078504 -33.7002 9.05047 27.1971 9.60584 -7.13901 57.7 258.27 
173.9 2.15e+06 97953 258624 3538.43 12.8995 4.34197e-06 0.420431 337.75 0.078509 -33.6835 9.04951 27.1819 9.60524 -7.13677 57.7 258.624 
174 2.15e+06 97895.3 258978 3539.72 12.9134 4.33639e-06 0.420248 338.038 0.0785139 -33.6668 9.04854 27.1667 9.60465 -7.13453 57.7 258.978 
174.1 2.15e+06 97837.6 259332 3541.01 12.9273 4.33081e-06 0.420065 338.326 0.0785187 -33.6501 9.04758 27.1515 9.60406 -7.13229 57.7 259.332 
174.2 2.15e+06 97779.9 259686 3542.31 12.9412 4.32524e-06 0.419882 338.614 0.0785236 -33.6334 9.04661 27.1364 9.60348 -7.13005 57.7 259.686 
174.3 2.15e+06 97722.2 260040 3543.6 12.9552 4.31967e-06 0.419699 338.903 0.0785283 -33.6167 9.04565 27.1213 9.6029 -7.1278 57.7 260.04 
174.4 2.15e+06 97664.5 260395 3544.9 12.9691 4.31412e-06 0.419516 339.191 0.0785331 -33.6001 9.04468 27.1062 9.60233 -7.12555 57.7 260.395 
174.5 2.15e+06 97606.8 260749 3546.19 12.9831 4.30857e-06 0.419333 339.479 0.0785378 -33.5835 9.04371 27.0912 9.60176 -7.1233 57.7 260.749 
174.6 2.15e+06 97549.1 261104 3547.49 12.9971 4.30303e-06 0.41915 339.768 0.0785424 -33.5669 9.04275 27.0762 9.6012 -7.12105 57.7 261.104 
174.7 2.15e+06 97491.4 261459 3548.79 13.0111 4.2975e-06 0.418966 340.056 0.0785471 -33.5503 9.04178 27.0612 9.60064 -7.1188 57.7 261.459 
174.8 2.15e+06 97433.7 261814 3550.09 13.0251 4.29198e-06 0.418783 340.345 0.0785516 -33.5337 9.04081 27.0463 9.60009 -7.11654 57.7 261.814 
174.9 2.15e+06 97376 262169 3551.4 13.0392 4.28647e-06 0.4186 340.634 0.0785562 -33.5171 9.03985 27.0313 9.59954 -7.11428 57.7 262.169 
175 2.15e+06 97318.3 262524 3552.7 13.0532 4.28096e-06 0.418416 340.923 0.0785607 -33.5005 9.03888 27.0164 9.59899 -7.11202 57.7 262.524 
175.1 2.15e+06 97260.6 262879 3554 13.0673 4.27546e-06 0.418233 341.211 0.0785651 -33.484 9.03791 27.0016 9.59845 -7.10976 57.7 262.879 
175.2 2.15e+06 97202.9 263235 3555.31 13.0814 4.26997e-06 0.41805 341.5 0.0785695 -33.4675 9.03695 26.9867 9.59792 -7.10749 57.7 263.235 
175.3 2.15e+06 97145.2 263590 3556.62 13.0955 4.26449e-06 0.417866 341.789 0.0785739 -33.451 9.03598 26.9719 9.59739 -7.10523 57.7 263.59 
175.4 2.15e+06 97087.5 263946 3557.93 13.1096 4.25901e-06 0.417683 342.078 0.0785783 -33.4345 9.03501 26.9571 9.59687 -7.10296 57.7 263.946 
175.5 2.15e+06 97029.8 264302 3559.24 13.1238 4.25354e-06 0.417499 342.368 0.0785826 -33.418 9.03404 26.9423 9.59635 -7.10069 57.7 264.302 
175.6 2.15e+06 96972.1 264658 3560.55 13.1379 4.24808e-06 0.417315 342.657 0.0785868 -33.4015 9.03307 26.9276 9.59583 -7.09842 57.7 264.658 
175.7 2.15e+06 96914.4 265014 3561.87 13.1521 4.24263e-06 0.417132 342.946 0.078591 -33.3851 9.03211 26.9129 9.59532 -7.09614 57.7 265.014 
175.8 2.15e+06 96856.7 265370 3563.18 13.1663 4.23719e-06 0.416948 343.236 0.0785952 -33.3686 9.03114 26.8982 9.59482 -7.09386 57.7 265.37 
175.9 2.15e+06 96799 265727 3564.5 13.1805 4.23175e-06 0.416764 343.525 0.0785993 -33.3522 9.03017 26.8836 9.59432 -7.09159 57.7 265.727 
176 2.15e+06 96741.3 266083 3565.82 13.1947 4.22632e-06 0.41658 343.815 0.0786034 -33.3358 9.0292 26.8689 9.59383 -7.0893 57.7 266.083 
176.1 2.15e+06 96683.6 266440 3567.14 13.2089 4.2209e-06 0.416397 344.104 0.0786075 -33.3194 9.02823 26.8543 9.59334 -7.08702 57.7 266.44 
176.2 2.15e+06 96625.9 266797 3568.46 13.2232 4.21549e-06 0.416213 344.394 0.0786115 -33.303 9.02726 26.8398 9.59285 -7.08474 57.7 266.797 
176.3 2.15e+06 96568.2 267154 3569.78 13.2374 4.21008e-06 0.416029 344.684 0.0786155 -33.2866 9.02629 26.8252 9.59237 -7.08245 57.7 267.154 
176.4 2.15e+06 96510.5 267511 3571.1 13.2517 4.20468e-06 0.415845 344.974 0.0786194 -33.2703 9.02532 26.8107 9.5919 -7.08016 57.7 267.511 
176.5 2.15e+06 96452.8 267868 3572.43 13.266 4.19929e-06 0.415661 345.263 0.0786233 -33.2539 9.02435 26.7962 9.59143 -7.07787 57.7 267.868 
176.6 2.15e+06 96395.1 268225 3573.75 13.2803 4.19391e-06 0.415476 345.553 0.0786272 -33.2376 9.02338 26.7817 9.59096 -7.07558 57.7 268.225 
176.7 2.15e+06 96337.4 268583 3575.08 13.2946 4.18854e-06 0.415292 345.844 0.078631 -33.2213 9.02241 26.7673 9.5905 -7.07328 57.7 268.583 
176.8 2.15e+06 96279.7 268940 3576.41 13.309 4.18317e-06 0.415108 346.134 0.0786348 -33.205 9.02144 26.7529 9.59004 -7.07098 57.7 268.94 
176.9 2.15e+06 96222 269298 3577.74 13.3234 4.17781e-06 0.414924 346.424 0.0786385 -33.1887 9.02047 26.7385 9.58959 -7.06868 57.7 269.298 
177 2.15e+06 96164.3 269656 3579.08 13.3377 4.17246e-06 0.41474 346.714 0.0786422 -33.1725 9.0195 26.7241 9.58915 -7.06638 57.7 269.656 
177.1 2.15e+06 96106.6 270014 3580.41 13.3521 4.16711e-06 0.414555 347.005 0.0786459 -33.1562 9.01853 26.7098 9.58871 -7.06408 57.7 270.014 
177.2 2.15e+06 96048.9 270372 3581.74 13.3665 4.16177e-06 0.414371 347.295 0.0786495 -33.14 9.01756 26.6955 9.58827 -7.06177 57.7 270.372 
177.3 2.15e+06 95991.2 270730 3583.08 13.381 4.15644e-06 0.414186 347.586 0.0786531 -33.1237 9.01658 26.6812 9.58784 -7.05946 57.7 270.73 
177.4 2.15e+06 95933.5 271088 3584.42 13.3954 4.15112e-06 0.414002 347.876 0.0786566 -33.1075 9.01561 26.6669 9.58741 -7.05715 57.7 271.088 
177.5 2.15e+06 95875.8 271447 3585.76 13.4099 4.14581e-06 0.413817 348.167 0.0786601 -33.0913 9.01464 26.6527 9.58699 -7.05484 57.7 271.447 
177.6 2.15e+06 95818.1 271806 3587.1 13.4243 4.1405e-06 0.413633 348.458 0.0786636 -33.0751 9.01367 26.6385 9.58657 -7.05253 57.7 271.806 
177.7 2.15e+06 95760.4 272164 3588.44 13.4388 4.1352e-06 0.413448 348.749 0.078667 -33.059 9.01269 26.6243 9.58616 -7.05021 57.7 272.164 
177.8 2.15e+06 95702.7 272523 3589.79 13.4533 4.12991e-06 0.413263 349.04 0.0786704 -33.0428 9.01172 26.6102 9.58575 -7.04789 57.7 272.523 
177.9 2.15e+06 95645 272882 3591.13 13.4679 4.12462e-06 0.413079 349.331 0.0786737 -33.0267 9.01075 26.596 9.58535 -7.04557 57.7 272.882 
178 2.15e+06 95587.3 273241 3592.48 13.4824 4.11934e-06 0.412894 349.622 0.078677 -33.0105 9.00978 26.5819 9.58495 -7.04325 57.7 273.241 
178.1 2.15e+06 95529.6 273601 3593.83 13.497 4.11407e-06 0.412709 349.913 0.0786803 -32.9944 9.0088 26.5678 9.58456 -7.04092 57.7 273.601 
178.2 2.15e+06 95471.9 273960 3595.18 13.5115 4.10881e-06 0.412524 350.204 0.0786835 -32.9783 9.00783 26.5538 9.58417 -7.03859 57.7 273.96 
178.3 2.15e+06 95414.2 274320 3596.53 13.5261 4.10356e-06 0.412339 350.495 0.0786867 -32.9622 9.00685 26.5398 9.58379 -7.03626 57.7 274.32 
178.4 2.15e+06 95356.5 274680 3597.88 13.5407 4.09831e-06 0.412154 350.787 0.0786898 -32.9462 9.00588 26.5258 9.58341 -7.03393 57.7 274.68 
178.5 2.15e+06 95298.8 275039 3599.23 13.5554 4.09307e-06 0.411969 351.078 0.0786929 -32.9301 9.00491 26.5118 9.58304 -7.0316 57.7 275.039 
178.6 2.15e+06 95241.1 275399 3600.59 13.57 4.08783e-06 0.411784 351.37 0.078696 -32.9141 9.00393 26.4978 9.58267 -7.02926 57.7 275.399 
178.7 2.15e+06 95183.4 275759 3601.95 13.5847 4.08261e-06 0.411599 351.661 0.078699 -32.898 9.00296 26.4839 9.5823 -7.02693 57.7 275.759 
178.8 2.15e+06 95125.7 276120 3603.3 13.5993 4.07739e-06 0.411414 351.953 0.078702 -32.882 9.00198 26.47 9.58194 -7.02459 57.7 276.12 
178.9 2.15e+06 95068 276480 3604.66 13.614 4.07217e-06 0.411228 352.245 0.0787049 -32.866 9.00101 26.4561 9.58159 -7.02224 57.7 276.48 
179 2.15e+06 95010.3 276841 3606.03 13.6288 4.06697e-06 0.411043 352.537 0.0787078 -32.85 9.00003 26.4423 9.58124 -7.0199 57.7 276.841 
179.1 2.15e+06 94952.6 277201 3607.39 13.6435 4.06177e-06 0.410858 352.829 0.0787107 -32.834 8.99906 26.4284 9.58089 -7.01755 57.7 277.201 
179.2 2.15e+06 94894.9 277562 3608.75 13.6582 4.05658e-06 0.410672 353.121 0.0787135 -32.818 8.99808 26.4146 9.58055 -7.0152 57.7 277.562 
179.3 2.15e+06 94837.2 277923 3610.12 13.673 4.0514e-06 0.410487 353.413 0.0787163 -32.8021 8.99711 26.4009 9.58022 -7.01285 57.7 277.923 
179.4 2.15e+06 94779.5 278284 3611.49 13.6878 4.04622e-06 0.410301 353.705 0.0787191 -32.7861 8.99613 26.3871 9.57989 -7.0105 57.7 278.284 
179.5 2.15e+06 94721.8 278645 3612.86 13.7026 4.04105e-06 0.410116 353.997 0.0787218 -32.7702 8.99515 26.3734 9.57956 -7.00814 57.7 278.645 
179.6 2.15e+06 94664.1 279007 3614.23 13.7174 4.03589e-06 0.40993 354.29 0.0787244 -32.7543 8.99418 26.3597 9.57924 -7.00579 57.7 279.007 
179.7 2.15e+06 94606.4 279368 3615.6 13.7322 4.03074e-06 0.409745 354.582 0.0787271 -32.7384 8.9932 26.346 9.57892 -7.00343 57.7 279.368 
179.8 2.15e+06 94548.7 279730 3616.97 13.747 4.02559e-06 0.409559 354.875 0.0787297 -32.7225 8.99222 26.3323 9.57861 -7.00106 57.7 279.73 
179.9 2.15e+06 94491 280092 3618.35 13.7619 4.02045e-06 0.409373 355.167 0.0787322 -32.7066 8.99125 26.3187 9.5783 -6.9987 57.7 280.092 
180 2.15e+06 94433.3 280454 3619.72 13.7768 4.01532e-06 0.409187 355.46 0.0787347 -32.6908 8.99027 26.3051 9.578 -6.99633 57.7 280.454 
180.1 2.15e+06 94375.6 280816 3621.1 13.7917 4.01019e-06 0.409002 355.752 0.0787372 -32.6749 8.98929 26.2915 9.5777 -6.99396 57.7 280.816 
180.2 2.15e+06 94317.9 281178 3622.48 13.8066 4.00507e-06 0.408816 356.045 0.0787396 -32.6591 8.98831 26.278 9.57741 -6.99159 57.7 281.178 
180.3 2.15e+06 94260.2 281540 3623.86 13.8215 3.99996e-06 0.40863 356.338 0.078742 -32.6432 8.98734 26.2644 9.57712 -6.98922 57.7 281.54 
